zeitstempel;Latitude;Longitude;Altitude [m];Geschwindigkeit [Km/h];Horizontale Abnahme der Genauigkeit;Number of Satellites
2024-06-11 16:01:09.584045;49.787151;9.978238;418.10;0.00;210;8
2024-06-11 16:01:10.089747;49.787151;9.978238;418.10;0.00;210;8
2024-06-11 16:01:10.595710;49.787151;9.978238;418.10;0.00;210;8
2024-06-11 16:01:11.601179;49.787151;9.978238;418.10;0.00;210;8
2024-06-11 16:01:12.105245;49.787151;9.978238;418.10;0.00;210;8
2024-06-11 16:01:12.610174;49.787209;9.978219;426.60;0.00;210;8
2024-06-11 16:01:13.614822;49.787209;9.978219;426.60;0.00;210;8
2024-06-11 16:01:14.118898;49.787209;9.978219;426.60;0.00;210;8
2024-06-11 16:01:14.623578;49.787235;9.978210;429.90;0.00;210;8
2024-06-11 16:01:15.128448;49.787235;9.978210;429.90;0.00;210;8
2024-06-11 16:01:16.135426;49.787235;9.978210;429.90;0.00;210;8
2024-06-11 16:01:16.641869;49.787235;9.978210;429.90;0.00;210;8
2024-06-11 16:01:17.147372;49.787235;9.978210;429.90;0.00;210;8
2024-06-11 16:01:17.653187;49.787254;9.978194;432.90;0.00;160;10
2024-06-11 16:01:18.157596;49.787254;9.978194;432.90;0.00;160;10
2024-06-11 16:01:18.662715;49.787254;9.978194;432.90;0.00;160;10
2024-06-11 16:01:19.671273;49.787262;9.978191;433.40;0.00;160;10
2024-06-11 16:01:20.177155;49.787262;9.978191;433.40;0.00;160;10
2024-06-11 16:01:20.683945;49.787262;9.978191;433.40;0.00;160;10
2024-06-11 16:01:21.194921;49.787262;9.978191;433.40;0.00;160;10
2024-06-11 16:01:22.207061;49.787262;9.978191;433.40;0.00;160;10
2024-06-11 16:01:22.712614;49.787270;9.978190;433.60;0.00;160;10
2024-06-11 16:01:23.218083;49.787270;9.978190;433.60;0.00;160;10
2024-06-11 16:01:23.723918;49.787270;9.978190;433.60;0.00;160;10
2024-06-11 16:01:24.730755;49.787266;9.978189;433.40;0.00;120;11
2024-06-11 16:01:25.236349;49.787266;9.978189;433.40;0.00;120;11
2024-06-11 16:01:25.742062;49.787266;9.978189;433.40;0.00;120;11
2024-06-11 16:01:26.748877;49.787273;9.978191;432.90;0.00;120;11
2024-06-11 16:01:27.254673;49.787273;9.978191;432.90;0.00;120;11
2024-06-11 16:01:27.760552;49.787273;9.978191;432.90;0.00;120;11
2024-06-11 16:01:28.266488;49.787273;9.978191;432.90;0.00;120;11
2024-06-11 16:01:29.272861;49.787273;9.978191;432.90;0.00;120;11
2024-06-11 16:01:29.778712;49.787281;9.978196;431.90;0.00;120;11
2024-06-11 16:01:30.284439;49.787281;9.978196;431.90;0.00;120;11
2024-06-11 16:01:30.789470;49.787281;9.978196;431.90;0.00;120;11
2024-06-11 16:01:31.794308;49.787285;9.978200;431.10;0.00;120;11
2024-06-11 16:01:32.299762;49.787285;9.978200;431.10;0.00;120;11
2024-06-11 16:01:32.805482;49.787285;9.978200;431.10;0.00;120;11
2024-06-11 16:01:33.811782;49.787285;9.978203;430.50;0.00;120;11
2024-06-11 16:01:34.319037;49.787285;9.978203;430.50;0.00;120;11
2024-06-11 16:01:34.824683;49.787285;9.978203;430.50;0.00;120;11
2024-06-11 16:01:35.330543;49.787285;9.978203;430.50;0.00;120;11
2024-06-11 16:01:35.836200;49.787285;9.978203;430.50;0.00;120;11
2024-06-11 16:01:36.842016;49.787281;9.978209;429.50;0.00;120;11
2024-06-11 16:01:37.348121;49.787281;9.978209;429.50;0.00;120;11
2024-06-11 16:01:37.853988;49.787281;9.978209;429.50;0.00;120;11
2024-06-11 16:01:38.860012;49.787281;9.978211;428.90;0.00;120;11
2024-06-11 16:01:39.365721;49.787281;9.978211;428.90;0.00;120;11
2024-06-11 16:01:39.871644;49.787281;9.978211;428.90;0.00;120;11
2024-06-11 16:01:40.376730;49.787281;9.978211;428.90;0.00;120;11
2024-06-11 16:01:40.882784;49.787281;9.978211;428.90;0.00;120;11
2024-06-11 16:01:41.388578;49.787281;9.978211;428.90;0.00;120;11
2024-06-11 16:01:41.894925;49.787281;9.978211;428.90;0.00;120;11
2024-06-11 16:01:42.901758;49.787277;9.978217;428.20;0.00;120;11
2024-06-11 16:01:43.407442;49.787277;9.978217;428.20;0.00;120;11
2024-06-11 16:01:43.911904;49.787277;9.978217;428.20;0.00;120;11
2024-06-11 16:01:44.918046;49.787273;9.978220;427.70;0.00;120;11
2024-06-11 16:01:45.424419;49.787273;9.978220;427.70;0.00;120;11
2024-06-11 16:01:45.930553;49.787273;9.978220;427.70;0.00;120;11
2024-06-11 16:01:46.937767;49.787273;9.978223;427.20;0.00;120;11
2024-06-11 16:01:47.443521;49.787273;9.978223;427.20;0.00;120;11
2024-06-11 16:01:47.948801;49.787273;9.978223;427.20;0.00;120;11
2024-06-11 16:01:48.454637;49.787273;9.978223;427.20;0.00;120;11
2024-06-11 16:01:48.960267;49.787273;9.978223;427.20;0.00;120;11
2024-06-11 16:01:49.966535;49.787270;9.978227;426.60;0.00;120;11
2024-06-11 16:01:50.471769;49.787270;9.978227;426.60;0.00;120;11
2024-06-11 16:01:50.977731;49.787270;9.978227;426.60;0.00;120;11
2024-06-11 16:01:51.982989;49.787270;9.978229;426.30;0.00;120;11
2024-06-11 16:01:52.489828;49.787270;9.978229;426.30;0.00;120;11
2024-06-11 16:01:52.995694;49.787270;9.978229;426.30;0.00;120;11
2024-06-11 16:01:53.501764;49.787270;9.978229;426.30;0.00;120;11
2024-06-11 16:01:54.007747;49.787270;9.978229;426.30;0.00;120;11
2024-06-11 16:01:55.014020;49.787266;9.978231;426.00;0.00;120;11
2024-06-11 16:01:55.519655;49.787266;9.978231;426.00;0.00;120;11
2024-06-11 16:01:56.025975;49.787266;9.978231;426.00;0.00;120;11
2024-06-11 16:01:57.030546;49.787266;9.978233;425.80;0.00;120;11
2024-06-11 16:01:57.536521;49.787266;9.978233;425.80;0.00;120;11
