zeitstempel;temperature
2024-06-17 16:21:02.466905;22.70
2024-06-17 16:21:02.979468;22.70
2024-06-17 16:21:03.489611;22.70
2024-06-17 16:21:04.501742;22.70
2024-06-17 16:21:05.012950;22.70
2024-06-17 16:21:05.523568;22.70
2024-06-17 16:21:06.034186;22.70
2024-06-17 16:21:06.540527;22.70
2024-06-17 16:21:07.055995;22.70
2024-06-17 16:21:07.569244;22.70
2024-06-17 16:21:08.085354;22.70
2024-06-17 16:21:08.596459;22.70
2024-06-17 16:21:09.114576;22.70
2024-06-17 16:21:09.634590;22.70
2024-06-17 16:21:10.156952;22.70
2024-06-17 16:21:10.676175;22.70
2024-06-17 16:21:11.196660;22.70
2024-06-17 16:21:11.743034;22.70
2024-06-17 16:21:12.750215;22.70
2024-06-17 16:21:13.261020;22.70
2024-06-17 16:21:14.276629;22.70
2024-06-17 16:21:14.814171;22.70
2024-06-17 16:21:15.326030;22.70
2024-06-17 16:21:15.839420;22.70
2024-06-17 16:21:16.346582;22.70
2024-06-17 16:21:16.857330;22.70
2024-06-17 16:21:17.367945;22.70
2024-06-17 16:21:18.382964;22.70
2024-06-17 16:21:18.894749;22.70
2024-06-17 16:21:19.404382;22.70
2024-06-17 16:21:19.916978;22.70
2024-06-17 16:21:20.423332;22.70
2024-06-17 16:21:20.934116;22.70
2024-06-17 16:21:21.444693;22.70
2024-06-17 16:21:21.955693;22.70
2024-06-17 16:21:22.470884;22.70
2024-06-17 16:21:22.983103;22.70
2024-06-17 16:21:23.494000;22.70
2024-06-17 16:21:24.500985;22.70
2024-06-17 16:21:25.011718;22.70
2024-06-17 16:21:25.522278;22.70
2024-06-17 16:21:26.033155;22.70
2024-06-17 16:21:26.547440;22.70
2024-06-17 16:21:27.057634;22.70
2024-06-17 16:21:27.568885;22.70
2024-06-17 16:21:28.080000;22.70
2024-06-17 16:21:28.587526;22.70
2024-06-17 16:21:29.098418;22.70
2024-06-17 16:21:29.609594;22.70
2024-06-17 16:21:30.120702;22.70
2024-06-17 16:21:30.635093;22.70
2024-06-17 16:21:31.145365;22.70
2024-06-17 16:21:31.655847;22.70
2024-06-17 16:21:32.666794;22.70
2024-06-17 16:21:33.178097;22.70
2024-06-17 16:21:34.188907;22.70
2024-06-17 16:21:34.696152;22.70
2024-06-17 16:21:35.206972;22.70
2024-06-17 16:21:36.219282;22.70
2024-06-17 16:21:36.735008;22.70
2024-06-17 16:21:37.245302;22.70
2024-06-17 16:21:37.756865;22.70
2024-06-17 16:21:38.268178;22.70
2024-06-17 16:21:38.781353;22.70
2024-06-17 16:21:39.292141;22.70
2024-06-17 16:21:39.802539;22.70
2024-06-17 16:21:41.311494;22.70
2024-06-17 16:21:41.821618;22.70
2024-06-17 16:21:42.336231;22.70
2024-06-17 16:21:43.347515;22.70
2024-06-17 16:21:43.856850;22.70
2024-06-17 16:21:44.367736;22.70
2024-06-17 16:21:44.877575;22.70
2024-06-17 16:21:45.388702;22.70
2024-06-17 16:21:45.898801;22.70
2024-06-17 16:21:46.405965;22.70
2024-06-17 16:21:46.916823;22.70
2024-06-17 16:21:48.432581;22.70
2024-06-17 16:21:48.942913;22.70
2024-06-17 16:21:49.452802;22.70
2024-06-17 16:21:49.975937;22.70
2024-06-17 16:21:50.483634;22.70
2024-06-17 16:21:51.494980;22.70
2024-06-17 16:21:52.005525;22.70
2024-06-17 16:21:52.535067;22.70
2024-06-17 16:21:53.048566;22.70
2024-06-17 16:21:53.558348;22.70
2024-06-17 16:21:54.078645;22.70
2024-06-17 16:21:55.091430;22.70
2024-06-17 16:21:55.603498;22.70
2024-06-17 16:21:56.115468;22.70
2024-06-17 16:21:57.128706;22.70
2024-06-17 16:21:57.639159;22.70
2024-06-17 16:21:58.160118;22.70
2024-06-17 16:21:58.673592;22.70
2024-06-17 16:21:59.185380;22.70
2024-06-17 16:21:59.696181;22.70
2024-06-17 16:22:00.206655;22.70
2024-06-17 16:22:00.720629;22.70
2024-06-17 16:22:02.246273;22.70
2024-06-17 16:22:02.756517;22.70
2024-06-17 16:22:03.267162;22.70
2024-06-17 16:22:04.283069;22.70
2024-06-17 16:22:04.793765;22.70
2024-06-17 16:22:05.304299;22.70
2024-06-17 16:22:05.814034;22.70
2024-06-17 16:22:06.337628;22.70
2024-06-17 16:22:06.851791;22.70
2024-06-17 16:22:07.362321;22.70
2024-06-17 16:22:07.873909;22.70
2024-06-17 16:22:09.385919;22.70
2024-06-17 16:22:09.895509;22.70
2024-06-17 16:22:10.400144;22.70
2024-06-17 16:22:11.409714;22.70
2024-06-17 16:22:11.914564;22.70
2024-06-17 16:22:12.424234;22.70
2024-06-17 16:22:12.929883;22.80
2024-06-17 16:22:13.435830;22.80
2024-06-17 16:22:13.941467;22.80
2024-06-17 16:22:14.446146;22.80
2024-06-17 16:22:14.953377;22.70
2024-06-17 16:22:15.961651;22.70
2024-06-17 16:22:16.469866;22.70
2024-06-17 16:22:17.489619;22.70
2024-06-17 16:22:17.998886;22.70
2024-06-17 16:22:18.503236;22.70
2024-06-17 16:22:19.509046;22.70
2024-06-17 16:22:20.017023;22.80
2024-06-17 16:22:20.526764;22.80
2024-06-17 16:22:21.033640;22.80
2024-06-17 16:22:21.540530;22.80
2024-06-17 16:22:22.047749;22.70
2024-06-17 16:22:23.050821;22.70
2024-06-17 16:22:23.557616;22.70
2024-06-17 16:22:24.064300;22.80
2024-06-17 16:22:25.088695;22.80
2024-06-17 16:22:25.595473;22.80
2024-06-17 16:22:26.102619;22.80
2024-06-17 16:22:26.608825;22.70
