zeitstempel;Latitude;Longitude;Altitude [m];Geschwindigkeit [Km/h];Horizontale Abnahme der Genauigkeit;Number of Satellites
2024-06-18 11:18:28.530977;49.787544;9.978698;406.10;0.00;470;6
2024-06-18 11:18:29.037326;49.787544;9.978698;406.10;0.00;470;6
2024-06-18 11:18:29.542955;49.787544;9.978698;406.10;0.00;470;6
2024-06-18 11:18:30.549181;49.787537;9.978688;406.00;0.00;470;6
2024-06-18 11:18:31.054295;49.787537;9.978688;406.00;0.00;470;6
2024-06-18 11:18:31.560519;49.787537;9.978688;406.00;0.00;470;6
2024-06-18 11:18:32.566746;49.787514;9.978679;405.20;0.00;140;7
2024-06-18 11:18:33.073860;49.787514;9.978679;405.20;0.00;140;7
2024-06-18 11:18:33.580127;49.787514;9.978679;405.20;0.00;140;7
2024-06-18 11:18:34.586354;49.787399;9.978631;402.80;0.00;140;7
2024-06-18 11:18:35.093467;49.787399;9.978631;402.80;0.00;140;7
2024-06-18 11:18:35.599931;49.787399;9.978631;402.80;0.00;140;7
2024-06-18 11:18:36.605885;49.787395;9.978636;401.80;0.00;140;7
2024-06-18 11:18:37.112111;49.787395;9.978636;401.80;0.00;140;7
2024-06-18 11:18:37.618186;49.787395;9.978636;401.80;0.00;140;7
2024-06-18 11:18:38.124047;49.787392;9.978639;401.50;0.00;140;7
2024-06-18 11:18:38.656148;49.787392;9.978639;401.50;0.00;140;7
2024-06-18 11:18:39.662782;49.787392;9.978639;401.50;0.00;140;7
2024-06-18 11:18:40.168896;49.787392;9.978639;401.50;0.00;140;7
2024-06-18 11:18:40.676010;49.787392;9.978639;401.50;0.00;140;7
2024-06-18 11:18:41.182124;49.787384;9.978638;402.00;0.00;140;7
2024-06-18 11:18:42.189627;49.787384;9.978638;402.00;0.00;140;7
2024-06-18 11:18:42.696741;49.787384;9.978638;402.00;0.00;140;7
2024-06-18 11:18:43.203856;49.787380;9.978637;402.50;0.00;140;7
2024-06-18 11:18:43.711139;49.787380;9.978637;402.50;0.00;140;7
2024-06-18 11:18:44.231258;49.787380;9.978637;402.50;0.00;140;7
2024-06-18 11:18:45.259487;49.787376;9.978635;402.30;0.00;120;9
2024-06-18 11:18:45.766210;49.787376;9.978635;402.30;0.00;120;9
2024-06-18 11:18:46.272430;49.787376;9.978635;402.30;0.00;120;9
2024-06-18 11:18:47.287508;49.787376;9.978636;402.40;0.00;120;9
2024-06-18 11:18:47.794124;49.787376;9.978636;402.40;0.00;120;9
2024-06-18 11:18:48.300471;49.787376;9.978636;402.40;0.00;120;9
2024-06-18 11:18:49.308037;49.787376;9.978636;402.50;0.00;120;9
2024-06-18 11:18:49.815218;49.787376;9.978636;402.50;0.00;120;9
2024-06-18 11:18:50.321331;49.787376;9.978636;402.50;0.00;120;9
2024-06-18 11:18:51.330557;49.787373;9.978637;402.80;0.00;120;9
2024-06-18 11:18:51.837887;49.787373;9.978637;402.80;0.00;120;9
2024-06-18 11:18:52.342734;49.787373;9.978637;402.80;0.00;120;9
2024-06-18 11:18:53.349393;49.787373;9.978637;403.00;0.00;120;9
2024-06-18 11:18:53.855466;49.787373;9.978637;403.00;0.00;120;9
2024-06-18 11:18:54.360580;49.787373;9.978637;403.00;0.00;120;9
2024-06-18 11:18:54.867693;49.787373;9.978637;403.00;0.00;120;9
2024-06-18 11:18:55.873758;49.787373;9.978637;403.00;0.00;120;9
2024-06-18 11:18:56.380107;49.787369;9.978637;403.40;0.00;120;9
2024-06-18 11:18:56.886455;49.787369;9.978637;403.40;0.00;120;9
2024-06-18 11:18:57.393717;49.787369;9.978637;403.40;0.00;120;9
2024-06-18 11:18:58.399942;49.787365;9.978637;403.50;0.00;110;10
2024-06-18 11:18:58.906056;49.787365;9.978637;403.50;0.00;110;10
2024-06-18 11:18:59.412304;49.787365;9.978637;403.50;0.00;110;10
2024-06-18 11:19:00.419532;49.787365;9.978637;403.60;0.00;110;10
2024-06-18 11:19:00.925645;49.787365;9.978637;403.60;0.00;110;10
2024-06-18 11:19:01.431855;49.787365;9.978637;403.60;0.00;110;10
2024-06-18 11:19:01.937220;49.787365;9.978637;403.60;0.00;110;10
2024-06-18 11:19:02.942853;49.787365;9.978637;403.60;0.00;110;10
2024-06-18 11:19:03.448463;49.787365;9.978639;403.70;0.00;90;12
2024-06-18 11:19:03.953992;49.787365;9.978639;403.70;0.00;90;12
2024-06-18 11:19:04.460107;49.787365;9.978639;403.70;0.00;90;12
2024-06-18 11:19:05.466725;49.787365;9.978640;403.70;0.00;90;12
2024-06-18 11:19:05.973070;49.787365;9.978640;403.70;0.00;90;12
2024-06-18 11:19:06.479418;49.787365;9.978640;403.70;0.00;90;12
2024-06-18 11:19:07.487079;49.787361;9.978641;403.80;0.00;90;12
2024-06-18 11:19:07.993936;49.787361;9.978641;403.80;0.00;90;12
2024-06-18 11:19:08.500291;49.787361;9.978641;403.80;0.00;90;12
2024-06-18 11:19:09.007009;49.787361;9.978641;403.80;0.00;90;12
2024-06-18 11:19:09.513362;49.787361;9.978641;403.80;0.00;90;12
2024-06-18 11:19:10.519588;49.787357;9.978642;404.00;0.00;90;12
2024-06-18 11:19:11.024702;49.787357;9.978642;404.00;0.00;90;12
2024-06-18 11:19:11.530666;49.787357;9.978642;404.00;0.00;90;12
2024-06-18 11:19:12.037514;49.787357;9.978642;404.00;0.00;90;12
2024-06-18 11:19:12.543734;49.787357;9.978642;404.00;0.00;90;12
2024-06-18 11:19:13.550721;49.787354;9.978643;404.00;0.00;90;12
2024-06-18 11:19:14.057835;49.787354;9.978643;404.00;0.00;90;12
2024-06-18 11:19:14.563949;49.787354;9.978643;404.00;0.00;90;12
2024-06-18 11:19:15.070064;49.787354;9.978643;404.00;0.00;90;12
2024-06-18 11:19:15.575294;49.787354;9.978643;404.00;0.00;90;12
2024-06-18 11:19:16.081408;49.787354;9.978643;404.00;0.00;90;12
2024-06-18 11:19:16.587522;49.787354;9.978643;404.00;0.00;90;12
2024-06-18 11:19:17.594965;49.787346;9.978646;404.10;0.00;90;12
2024-06-18 11:19:18.100186;49.787346;9.978646;404.10;0.00;90;12
2024-06-18 11:19:18.605531;49.787346;9.978646;404.10;0.00;90;12
2024-06-18 11:19:19.111379;49.787346;9.978646;404.10;0.00;90;12
2024-06-18 11:19:19.617151;49.787346;9.978646;404.10;0.00;90;12
2024-06-18 11:19:20.622377;49.787338;9.978648;404.20;0.00;90;12
2024-06-18 11:19:21.129492;49.787338;9.978648;404.20;0.00;90;12
2024-06-18 11:19:21.636198;49.787338;9.978648;404.20;0.00;90;12
2024-06-18 11:19:22.143546;49.787338;9.978648;404.20;0.00;90;12
2024-06-18 11:19:22.650891;49.787338;9.978648;404.20;0.00;90;12
2024-06-18 11:19:23.656847;49.787334;9.978649;404.50;0.00;90;12
2024-06-18 11:19:24.162961;49.787334;9.978649;404.50;0.00;90;12
2024-06-18 11:19:24.669074;49.787334;9.978649;404.50;0.00;90;12
2024-06-18 11:19:25.175189;49.787327;9.978650;404.60;0.00;90;12
2024-06-18 11:19:25.691445;49.787327;9.978650;404.60;0.00;90;12
2024-06-18 11:19:26.220563;49.787327;9.978650;404.60;0.00;90;12
2024-06-18 11:19:27.244794;49.787327;9.978650;404.60;0.00;90;12
2024-06-18 11:19:27.750916;49.787327;9.978650;404.60;0.00;90;12
2024-06-18 11:19:28.256634;49.787319;9.978648;405.10;0.00;90;12
2024-06-18 11:19:28.763483;49.787319;9.978648;405.10;0.00;90;12
2024-06-18 11:19:29.271827;49.787319;9.978648;405.10;0.00;90;12
2024-06-18 11:19:30.300175;49.787315;9.978646;405.50;0.00;90;12
