zeitstempel;humidity
2024-06-20 07:15:02.193298;57.90
2024-06-20 07:15:02.698633;57.90
2024-06-20 07:15:03.205401;57.90
2024-06-20 07:15:03.713428;57.90
2024-06-20 07:15:04.220301;57.90
2024-06-20 07:15:04.726227;57.90
2024-06-20 07:15:05.230828;57.90
2024-06-20 07:15:05.735831;57.90
2024-06-20 07:15:06.240213;57.90
2024-06-20 07:15:06.747419;57.90
2024-06-20 07:15:07.254757;57.90
2024-06-20 07:15:07.762559;57.90
2024-06-20 07:15:08.270015;58.00
2024-06-20 07:15:08.778286;58.00
2024-06-20 07:15:09.283203;58.00
2024-06-20 07:15:09.790334;58.00
2024-06-20 07:15:10.297883;58.10
2024-06-20 07:15:10.805810;58.10
2024-06-20 07:15:11.815475;58.10
2024-06-20 07:15:12.323773;58.10
2024-06-20 07:15:12.831726;58.00
2024-06-20 07:15:13.840167;58.00
2024-06-20 07:15:14.348414;58.00
2024-06-20 07:15:14.856306;58.00
2024-06-20 07:15:15.864703;58.00
2024-06-20 07:15:16.372718;58.00
2024-06-20 07:15:16.880294;58.00
2024-06-20 07:15:17.387896;58.00
2024-06-20 07:15:17.895884;58.00
2024-06-20 07:15:18.403650;58.00
2024-06-20 07:15:18.911843;58.00
2024-06-20 07:15:19.419570;58.00
2024-06-20 07:15:19.926788;57.90
2024-06-20 07:15:20.435242;57.90
2024-06-20 07:15:20.943225;57.90
2024-06-20 07:15:21.465997;57.90
2024-06-20 07:15:22.475392;57.90
2024-06-20 07:15:22.982487;57.90
2024-06-20 07:15:23.490386;57.90
2024-06-20 07:15:23.998228;57.90
2024-06-20 07:15:25.006299;57.90
2024-06-20 07:15:25.514192;57.90
2024-06-20 07:15:26.021924;57.90
2024-06-20 07:15:26.530168;57.90
2024-06-20 07:15:27.038122;57.80
2024-06-20 07:15:27.546158;57.80
2024-06-20 07:15:28.055351;57.80
2024-06-20 07:15:28.561408;57.80
2024-06-20 07:15:29.069766;57.80
2024-06-20 07:15:29.577744;57.80
2024-06-20 07:15:30.586446;57.80
2024-06-20 07:15:31.094860;57.80
2024-06-20 07:15:31.602642;57.50
2024-06-20 07:15:32.609920;57.50
2024-06-20 07:15:33.117074;57.50
