zeitstempel;temperature
2024-06-13 16:19:52.007881;22.10
2024-06-13 16:19:52.516117;22.10
2024-06-13 16:19:53.023522;22.10
2024-06-13 16:19:53.529117;22.10
2024-06-13 16:19:54.039044;22.10
2024-06-13 16:19:55.048678;22.10
2024-06-13 16:19:55.556291;22.10
2024-06-13 16:19:56.064118;22.10
2024-06-13 16:19:57.072346;22.10
2024-06-13 16:19:57.577587;22.10
2024-06-13 16:19:58.115718;22.10
2024-06-13 16:19:58.621221;22.10
2024-06-13 16:19:59.127926;22.10
2024-06-13 16:19:59.635251;22.10
2024-06-13 16:20:00.142491;22.10
2024-06-13 16:20:00.649320;22.10
2024-06-13 16:20:02.173033;22.10
2024-06-13 16:20:02.710449;22.10
2024-06-13 16:20:03.214875;22.10
2024-06-13 16:20:04.222948;22.10
2024-06-13 16:20:04.729825;22.10
2024-06-13 16:20:05.239880;22.10
2024-06-13 16:20:05.747516;22.10
2024-06-13 16:20:06.255014;22.10
2024-06-13 16:20:06.761009;22.10
2024-06-13 16:20:07.269059;22.10
2024-06-13 16:20:07.774478;22.10
2024-06-13 16:20:09.286458;22.10
2024-06-13 16:20:09.795170;22.10
2024-06-13 16:20:10.302439;22.10
2024-06-13 16:20:11.307089;22.10
2024-06-13 16:20:11.814322;22.10
2024-06-13 16:20:12.321948;22.10
2024-06-13 16:20:12.831659;22.10
2024-06-13 16:20:13.338654;22.10
2024-06-13 16:20:13.846333;22.10
2024-06-13 16:20:14.353245;22.10
2024-06-13 16:20:14.858774;22.20
2024-06-13 16:20:15.366433;22.20
2024-06-13 16:20:15.873002;22.20
2024-06-13 16:20:16.380245;22.20
2024-06-13 16:20:16.888666;22.10
2024-06-13 16:20:17.896851;22.10
2024-06-13 16:20:18.403840;22.10
2024-06-13 16:20:19.415095;22.20
2024-06-13 16:20:19.923901;22.20
2024-06-13 16:20:20.428712;22.20
2024-06-13 16:20:21.435668;22.20
2024-06-13 16:20:21.943682;22.20
2024-06-13 16:20:22.451181;22.20
2024-06-13 16:20:22.959638;22.20
2024-06-13 16:20:23.467750;22.20
2024-06-13 16:20:23.976034;22.20
2024-06-13 16:20:24.484441;22.20
2024-06-13 16:20:24.992383;22.20
2024-06-13 16:20:25.500643;22.20
2024-06-13 16:20:26.008472;22.20
2024-06-13 16:20:27.018057;22.20
2024-06-13 16:20:27.525816;22.20
2024-06-13 16:20:28.032897;22.20
2024-06-13 16:20:29.040783;22.20
2024-06-13 16:20:29.548618;22.20
2024-06-13 16:20:30.056632;22.20
2024-06-13 16:20:30.565618;22.20
2024-06-13 16:20:31.070640;22.20
2024-06-13 16:20:31.578316;22.20
2024-06-13 16:20:32.085988;22.20
2024-06-13 16:20:32.600184;22.20
2024-06-13 16:20:33.123947;22.20
2024-06-13 16:20:33.636752;22.20
2024-06-13 16:20:34.664990;22.20
2024-06-13 16:20:35.174137;22.20
2024-06-13 16:20:36.183384;22.20
2024-06-13 16:20:36.691174;22.20
2024-06-13 16:20:37.196256;22.20
2024-06-13 16:20:38.204006;22.20
2024-06-13 16:20:38.712047;22.20
2024-06-13 16:20:39.219969;22.20
2024-06-13 16:20:39.727687;22.20
2024-06-13 16:20:40.235516;22.20
2024-06-13 16:20:40.743657;22.20
2024-06-13 16:20:41.252055;22.20
2024-06-13 16:20:41.760253;22.20
2024-06-13 16:20:42.269036;22.20
2024-06-13 16:20:42.777462;22.20
2024-06-13 16:20:43.289207;22.20
2024-06-13 16:20:44.297702;22.20
2024-06-13 16:20:45.303531;22.20
2024-06-13 16:20:45.809295;22.20
2024-06-13 16:20:46.314416;22.20
2024-06-13 16:20:47.324482;22.20
2024-06-13 16:20:47.832750;22.20
2024-06-13 16:20:48.341680;22.20
2024-06-13 16:20:48.846421;22.20
2024-06-13 16:20:49.354462;22.20
2024-06-13 16:20:49.864102;22.20
2024-06-13 16:20:50.370798;22.20
2024-06-13 16:20:50.878762;22.20
2024-06-13 16:20:51.387259;22.20
2024-06-13 16:20:51.895500;22.20
2024-06-13 16:20:52.403572;22.20
2024-06-13 16:20:52.914104;22.20
2024-06-13 16:20:53.922206;22.20
2024-06-13 16:20:54.431358;22.20
2024-06-13 16:20:55.440474;22.30
2024-06-13 16:20:55.947825;22.30
2024-06-13 16:20:56.456039;22.30
2024-06-13 16:20:57.461951;22.30
2024-06-13 16:20:57.969753;22.20
2024-06-13 16:20:58.475297;22.20
2024-06-13 16:20:58.983369;22.20
2024-06-13 16:20:59.491518;22.20
2024-06-13 16:20:59.999787;22.20
2024-06-13 16:21:00.507451;22.20
2024-06-13 16:21:01.019171;22.20
2024-06-13 16:21:01.527391;22.20
2024-06-13 16:21:02.034805;22.30
2024-06-13 16:21:03.041016;22.30
2024-06-13 16:21:03.549027;22.30
2024-06-13 16:21:04.055499;22.30
2024-06-13 16:21:05.066661;22.30
2024-06-13 16:21:05.575267;22.30
2024-06-13 16:21:06.083527;22.30
2024-06-13 16:21:06.590832;22.30
2024-06-13 16:21:07.096103;22.30
2024-06-13 16:21:07.604007;22.30
2024-06-13 16:21:08.112222;22.30
2024-06-13 16:21:08.620009;22.30
2024-06-13 16:21:09.131617;22.30
2024-06-13 16:21:09.648740;22.30
2024-06-13 16:21:10.669514;22.30
2024-06-13 16:21:11.174432;22.30
2024-06-13 16:21:12.183150;22.30
2024-06-13 16:21:12.691331;22.30
2024-06-13 16:21:13.202267;22.30
2024-06-13 16:21:14.210230;22.30
2024-06-13 16:21:14.718481;22.30
2024-06-13 16:21:15.224328;22.30
2024-06-13 16:21:15.732323;22.30
2024-06-13 16:21:16.240709;22.30
2024-06-13 16:21:16.748559;22.30
2024-06-13 16:21:17.256505;22.30
2024-06-13 16:21:17.764691;22.30
2024-06-13 16:21:18.272491;22.30
2024-06-13 16:21:18.783766;22.30
2024-06-13 16:21:19.288764;22.30
2024-06-13 16:21:20.297435;22.30
2024-06-13 16:21:21.309218;22.30
2024-06-13 16:21:21.815717;22.30
2024-06-13 16:21:22.324240;22.30
2024-06-13 16:21:23.333459;22.30
2024-06-13 16:21:23.841773;22.30
2024-06-13 16:21:24.348891;22.30
2024-06-13 16:21:24.852377;22.30
2024-06-13 16:21:25.360058;22.30
2024-06-13 16:21:25.867986;22.30
2024-06-13 16:21:26.376088;22.30
2024-06-13 16:21:26.883597;22.30
2024-06-13 16:21:27.391660;22.30
2024-06-13 16:21:27.900304;22.30
2024-06-13 16:21:28.408573;22.30
2024-06-13 16:21:28.919647;22.30
2024-06-13 16:21:29.928904;22.30
2024-06-13 16:21:30.436598;22.30
2024-06-13 16:21:31.445858;22.30
2024-06-13 16:21:31.953889;22.30
2024-06-13 16:21:32.459679;22.30
2024-06-13 16:21:33.464142;22.30
2024-06-13 16:21:33.972075;22.30
2024-06-13 16:21:34.480192;22.30
2024-06-13 16:21:34.988697;22.30
2024-06-13 16:21:35.496682;22.30
2024-06-13 16:21:36.004843;22.30
2024-06-13 16:21:36.512855;22.30
2024-06-13 16:21:37.023602;22.30
2024-06-13 16:21:37.532369;22.30
2024-06-13 16:21:38.040684;22.30
2024-06-13 16:21:39.046232;22.30
2024-06-13 16:21:39.554574;22.30
2024-06-13 16:21:40.063375;22.30
2024-06-13 16:21:41.070929;22.30
2024-06-13 16:21:41.578868;22.30
2024-06-13 16:21:42.087041;22.30
2024-06-13 16:21:42.594371;22.30
2024-06-13 16:21:43.105353;22.30
2024-06-13 16:21:43.613224;22.30
2024-06-13 16:21:44.121484;22.30
2024-06-13 16:21:44.628727;22.30
2024-06-13 16:21:45.134089;22.30
2024-06-13 16:21:45.646190;22.30
2024-06-13 16:21:46.667219;22.30
2024-06-13 16:21:47.178395;22.30
2024-06-13 16:21:48.187003;22.30
2024-06-13 16:21:48.694930;22.30
2024-06-13 16:21:49.200149;22.30
2024-06-13 16:21:50.207328;22.30
2024-06-13 16:21:50.715733;22.30
2024-06-13 16:21:51.223486;22.30
2024-06-13 16:21:51.730376;22.30
2024-06-13 16:21:52.238615;22.30
2024-06-13 16:21:52.746518;22.30
2024-06-13 16:21:53.257467;22.30
2024-06-13 16:21:53.764734;22.30
2024-06-13 16:21:54.272572;22.30
2024-06-13 16:21:54.778795;22.30
2024-06-13 16:21:55.283575;22.30
2024-06-13 16:21:56.292563;22.30
2024-06-13 16:21:57.300450;22.30
2024-06-13 16:21:57.807583;22.30
2024-06-13 16:21:58.315846;22.30
2024-06-13 16:21:59.327745;22.30
2024-06-13 16:21:59.836388;22.30
2024-06-13 16:22:00.342994;22.30
2024-06-13 16:22:00.849209;22.30
2024-06-13 16:22:01.357451;22.30
2024-06-13 16:22:01.866617;22.30
2024-06-13 16:22:02.374662;22.30
2024-06-13 16:22:02.879151;22.30
2024-06-13 16:22:03.386878;22.30
2024-06-13 16:22:03.894479;22.30
2024-06-13 16:22:04.402198;22.30
2024-06-13 16:22:04.913751;22.30
2024-06-13 16:22:05.922192;22.30
2024-06-13 16:22:06.429981;22.30
2024-06-13 16:22:07.439151;22.30
2024-06-13 16:22:07.947960;22.30
2024-06-13 16:22:08.455046;22.30
2024-06-13 16:22:09.459857;22.30
2024-06-13 16:22:09.967639;22.30
2024-06-13 16:22:10.475854;22.30
2024-06-13 16:22:10.986817;22.30
2024-06-13 16:22:11.491626;22.30
2024-06-13 16:22:11.999582;22.30
2024-06-13 16:22:12.507745;22.30
2024-06-13 16:22:13.015842;22.30
2024-06-13 16:22:13.524251;22.30
2024-06-13 16:22:14.032688;22.30
2024-06-13 16:22:15.044782;22.30
2024-06-13 16:22:15.552129;22.30
2024-06-13 16:22:16.060536;22.30
2024-06-13 16:22:17.065738;22.30
2024-06-13 16:22:17.574020;22.30
2024-06-13 16:22:18.081954;22.30
2024-06-13 16:22:18.587400;22.30
2024-06-13 16:22:19.094232;22.30
2024-06-13 16:22:19.602189;22.30
2024-06-13 16:22:20.109823;22.30
2024-06-13 16:22:20.617613;22.30
2024-06-13 16:22:21.129191;22.30
2024-06-13 16:22:21.649103;22.30
2024-06-13 16:22:22.670295;22.30
2024-06-13 16:22:23.175022;22.30
2024-06-13 16:22:24.183394;22.30
2024-06-13 16:22:24.691532;22.30
2024-06-13 16:22:25.200836;22.30
2024-06-13 16:22:26.209160;22.30
2024-06-13 16:22:26.717587;22.30
2024-06-13 16:22:27.223450;22.30
2024-06-13 16:22:27.731672;22.30
2024-06-13 16:22:28.239528;22.30
2024-06-13 16:22:28.747631;22.30
2024-06-13 16:22:29.255385;22.30
2024-06-13 16:22:29.763344;22.30
2024-06-13 16:22:30.271296;22.30
2024-06-13 16:22:30.779274;22.30
2024-06-13 16:22:31.290217;22.30
2024-06-13 16:22:32.298431;22.30
2024-06-13 16:22:33.306651;22.30
2024-06-13 16:22:33.814160;22.30
2024-06-13 16:22:34.322447;22.30
2024-06-13 16:22:35.327798;22.30
2024-06-13 16:22:35.835930;22.30
2024-06-13 16:22:36.343567;22.30
2024-06-13 16:22:36.850239;22.30
2024-06-13 16:22:37.358129;22.30
2024-06-13 16:22:37.866129;22.30
2024-06-13 16:22:38.374390;22.30
2024-06-13 16:22:38.884898;22.30
2024-06-13 16:22:39.393269;22.30
2024-06-13 16:22:39.901024;22.30
2024-06-13 16:22:40.409191;22.30
2024-06-13 16:22:40.914473;22.30
2024-06-13 16:22:41.927094;22.30
2024-06-13 16:22:42.431560;22.30
2024-06-13 16:22:43.444218;22.30
2024-06-13 16:22:43.951587;22.30
2024-06-13 16:22:44.458857;22.30
2024-06-13 16:22:45.462941;22.30
2024-06-13 16:22:45.970775;22.30
2024-06-13 16:22:46.478760;22.30
2024-06-13 16:22:46.985781;22.30
2024-06-13 16:22:47.494101;22.30
2024-06-13 16:22:48.002219;22.30
2024-06-13 16:22:48.510237;22.30
2024-06-13 16:22:49.017842;22.30
2024-06-13 16:22:49.525472;22.30
2024-06-13 16:22:50.033407;22.30
2024-06-13 16:22:51.042351;22.30
2024-06-13 16:22:51.550019;22.30
2024-06-13 16:22:52.057813;22.30
2024-06-13 16:22:53.070521;22.30
2024-06-13 16:22:53.578074;22.30
2024-06-13 16:22:54.085971;22.30
2024-06-13 16:22:54.592223;22.30
2024-06-13 16:22:55.099590;22.30
2024-06-13 16:22:55.607145;22.30
2024-06-13 16:22:56.115313;22.30
2024-06-13 16:22:56.623920;22.30
2024-06-13 16:22:57.128170;22.30
2024-06-13 16:22:57.647701;22.30
2024-06-13 16:22:58.668383;22.30
2024-06-13 16:22:59.180234;22.30
2024-06-13 16:23:00.187890;22.30
2024-06-13 16:23:00.696066;22.30
2024-06-13 16:23:01.200846;22.30
2024-06-13 16:23:02.206405;22.30
