zeitstempel;humidity
2024-06-13 07:33:52.199393;42.70
2024-06-13 07:33:52.711646;42.70
2024-06-13 07:33:53.222340;42.70
2024-06-13 07:33:53.731023;42.70
2024-06-13 07:33:54.242593;42.70
2024-06-13 07:33:54.753555;42.70
2024-06-13 07:33:55.264504;42.70
2024-06-13 07:33:55.777370;42.70
2024-06-13 07:33:56.288369;42.60
2024-06-13 07:33:56.799963;42.60
2024-06-13 07:33:57.335844;42.60
2024-06-13 07:33:57.846409;42.60
2024-06-13 07:33:58.357457;42.60
2024-06-13 07:33:58.867514;42.60
2024-06-13 07:33:59.379363;42.60
2024-06-13 07:33:59.896325;42.60
2024-06-13 07:34:00.408714;42.70
2024-06-13 07:34:01.421258;42.70
2024-06-13 07:34:01.958991;42.70
2024-06-13 07:34:02.470344;42.70
2024-06-13 07:34:02.981390;42.60
2024-06-13 07:34:03.498013;42.60
2024-06-13 07:34:04.507970;42.60
2024-06-13 07:34:05.019054;42.60
2024-06-13 07:34:05.530870;42.60
2024-06-13 07:34:06.044881;42.60
2024-06-13 07:34:06.558025;42.60
2024-06-13 07:34:07.070156;42.60
2024-06-13 07:34:07.583150;42.60
2024-06-13 07:34:08.092459;42.60
2024-06-13 07:34:08.604912;42.60
2024-06-13 07:34:09.115793;42.60
2024-06-13 07:34:09.630278;42.60
2024-06-13 07:34:10.142528;42.60
2024-06-13 07:34:10.654075;42.60
2024-06-13 07:34:11.164614;42.60
2024-06-13 07:34:11.685927;42.60
2024-06-13 07:34:12.209451;42.60
2024-06-13 07:34:13.236276;42.60
2024-06-13 07:34:13.747918;42.60
2024-06-13 07:34:14.271569;42.60
2024-06-13 07:34:14.781739;42.60
2024-06-13 07:34:15.293354;42.60
2024-06-13 07:34:15.801741;42.60
2024-06-13 07:34:16.312654;42.60
2024-06-13 07:34:16.823481;42.60
2024-06-13 07:34:17.334752;42.60
2024-06-13 07:34:17.848987;42.60
2024-06-13 07:34:18.361458;42.60
2024-06-13 07:34:19.377718;42.60
2024-06-13 07:34:19.891061;42.60
2024-06-13 07:34:20.402241;42.60
2024-06-13 07:34:20.913630;42.60
2024-06-13 07:34:21.424889;42.60
2024-06-13 07:34:22.434018;42.60
2024-06-13 07:34:22.945151;42.60
2024-06-13 07:34:23.456139;42.70
2024-06-13 07:34:23.969779;42.70
2024-06-13 07:34:24.481289;42.70
2024-06-13 07:34:24.992175;42.70
2024-06-13 07:34:25.503789;42.90
2024-06-13 07:34:26.011788;42.90
2024-06-13 07:34:26.518444;42.90
2024-06-13 07:34:27.025549;42.90
